WARNING:tensorflow:<tensorflow.python.ops.rnn_cell.BasicLSTMCell object at 0x7fde71e30190>: Using a concatenated state is slower and will soon be deprecated.  Use state_is_tuple=True.
WARNING:tensorflow:<tensorflow.python.ops.rnn_cell.BasicLSTMCell object at 0x7fde6ac76f90>: Using a concatenated state is slower and will soon be deprecated.  Use state_is_tuple=True.

Parameters:
ALLOW_SOFT_PLACEMENT=True
BATCH_SIZE=50
CHECKPOINT_EVERY=100
DROPOUT_KEEP_PROB=0.5
EMBEDDING_DIM=300
EVALUATE_EVERY=100
FILTER_SIZES=3,4,5
HIDDEN_DIM=300
L2_REG_LAMBDA=0.15
LOG_DEVICE_PLACEMENT=False
NUM_EPOCHS=100
NUM_FILTERS=100
WORD2VEC=GoogleNews-vectors-negative300.bin

Loading data...
Vocabulary Size: 18758
Train/Dev split: 9662/1000
Writing to /home/cil/lstm-context-embeddings/runs/1473073177

Load word2vec file GoogleNews-vectors-negative300.bin

2016-09-05T18:59:56.590586: step 1, loss 0.693147, acc 0.44
2016-09-05T18:59:57.382262: step 2, loss 0.719294, acc 0.44
2016-09-05T18:59:58.235900: step 3, loss 0.702603, acc 0.4
2016-09-05T18:59:59.001642: step 4, loss 0.691271, acc 0.54
2016-09-05T18:59:59.790891: step 5, loss 0.666698, acc 0.64
2016-09-05T19:00:00.620348: step 6, loss 0.708183, acc 0.56
2016-09-05T19:00:01.419121: step 7, loss 0.758425, acc 0.46
2016-09-05T19:00:02.216848: step 8, loss 0.742147, acc 0.42
2016-09-05T19:00:03.034949: step 9, loss 0.679688, acc 0.6
2016-09-05T19:00:03.829760: step 10, loss 0.694947, acc 0.48
2016-09-05T19:00:04.623373: step 11, loss 0.698024, acc 0.44
2016-09-05T19:00:05.477489: step 12, loss 0.687665, acc 0.46
2016-09-05T19:00:06.286012: step 13, loss 0.698993, acc 0.56
2016-09-05T19:00:07.085573: step 14, loss 0.68305, acc 0.54
2016-09-05T19:00:07.885550: step 15, loss 0.701135, acc 0.54
2016-09-05T19:00:08.657112: step 16, loss 0.693586, acc 0.52
2016-09-05T19:00:09.450699: step 17, loss 0.69632, acc 0.5
2016-09-05T19:00:10.268991: step 18, loss 0.710239, acc 0.4
2016-09-05T19:00:11.055388: step 19, loss 0.689667, acc 0.56
2016-09-05T19:00:11.852289: step 20, loss 0.688042, acc 0.58
2016-09-05T19:00:12.662966: step 21, loss 0.69374, acc 0.56
2016-09-05T19:00:13.473363: step 22, loss 0.683651, acc 0.54
2016-09-05T19:00:14.271573: step 23, loss 0.714694, acc 0.52
2016-09-05T19:00:15.097420: step 24, loss 0.706502, acc 0.48
2016-09-05T19:00:15.899111: step 25, loss 0.688715, acc 0.46
2016-09-05T19:00:16.697480: step 26, loss 0.674586, acc 0.58
2016-09-05T19:00:17.510062: step 27, loss 0.657966, acc 0.68
2016-09-05T19:00:18.301414: step 28, loss 0.677412, acc 0.58
2016-09-05T19:00:19.102766: step 29, loss 0.677769, acc 0.52
2016-09-05T19:00:19.924498: step 30, loss 0.699452, acc 0.5
2016-09-05T19:00:20.737383: step 31, loss 0.591399, acc 0.7
2016-09-05T19:00:21.538493: step 32, loss 0.609838, acc 0.6
2016-09-05T19:00:22.380043: step 33, loss 0.687399, acc 0.6
2016-09-05T19:00:23.153006: step 34, loss 0.642566, acc 0.62
2016-09-05T19:00:23.938557: step 35, loss 0.61907, acc 0.58
2016-09-05T19:00:24.755615: step 36, loss 0.818674, acc 0.52
2016-09-05T19:00:25.556176: step 37, loss 0.652653, acc 0.66
2016-09-05T19:00:26.353989: step 38, loss 0.659265, acc 0.56
2016-09-05T19:00:27.151881: step 39, loss 0.603039, acc 0.7
2016-09-05T19:00:27.947639: step 40, loss 0.623806, acc 0.64
2016-09-05T19:00:28.766707: step 41, loss 0.594466, acc 0.66
2016-09-05T19:00:29.609601: step 42, loss 0.630483, acc 0.72
2016-09-05T19:00:30.415800: step 43, loss 0.647424, acc 0.68
2016-09-05T19:00:31.228884: step 44, loss 0.620403, acc 0.72
2016-09-05T19:00:32.052978: step 45, loss 0.646241, acc 0.58
2016-09-05T19:00:32.823132: step 46, loss 0.604287, acc 0.68
2016-09-05T19:00:33.629576: step 47, loss 0.55736, acc 0.7
2016-09-05T19:00:34.424476: step 48, loss 0.720988, acc 0.52
2016-09-05T19:00:35.213916: step 49, loss 0.573139, acc 0.66
2016-09-05T19:00:36.045490: step 50, loss 0.793391, acc 0.64
2016-09-05T19:00:36.859141: step 51, loss 0.799146, acc 0.64
2016-09-05T19:00:37.645017: step 52, loss 0.614318, acc 0.7
2016-09-05T19:00:38.456816: step 53, loss 0.54942, acc 0.8
2016-09-05T19:00:39.261076: step 54, loss 0.665103, acc 0.58
2016-09-05T19:00:40.074644: step 55, loss 0.622099, acc 0.74
2016-09-05T19:00:40.884183: step 56, loss 0.605839, acc 0.66
2016-09-05T19:00:41.714283: step 57, loss 0.591908, acc 0.72
2016-09-05T19:00:42.500894: step 58, loss 0.583547, acc 0.66
2016-09-05T19:00:43.309593: step 59, loss 0.631059, acc 0.74
2016-09-05T19:00:44.126415: step 60, loss 0.640761, acc 0.66
2016-09-05T19:00:44.953674: step 61, loss 0.688492, acc 0.5
2016-09-05T19:00:45.807333: step 62, loss 0.598932, acc 0.7
2016-09-05T19:00:46.610461: step 63, loss 0.550802, acc 0.72
2016-09-05T19:00:47.410408: step 64, loss 0.529411, acc 0.76
2016-09-05T19:00:48.203379: step 65, loss 0.463565, acc 0.82
2016-09-05T19:00:48.996804: step 66, loss 0.580008, acc 0.7
2016-09-05T19:00:49.746357: step 67, loss 0.561673, acc 0.7
2016-09-05T19:00:50.566548: step 68, loss 0.669124, acc 0.58
2016-09-05T19:00:51.371696: step 69, loss 0.453211, acc 0.78
2016-09-05T19:00:52.147855: step 70, loss 0.606129, acc 0.7
2016-09-05T19:00:52.954177: step 71, loss 0.590606, acc 0.7
2016-09-05T19:00:53.752535: step 72, loss 0.582212, acc 0.76
2016-09-05T19:00:54.561889: step 73, loss 0.457678, acc 0.8
2016-09-05T19:00:55.362234: step 74, loss 0.46949, acc 0.82
2016-09-05T19:00:56.172170: step 75, loss 0.549881, acc 0.72
2016-09-05T19:00:56.972669: step 76, loss 0.721817, acc 0.64
2016-09-05T19:00:57.804703: step 77, loss 0.519435, acc 0.72
2016-09-05T19:00:58.628335: step 78, loss 0.581201, acc 0.74
2016-09-05T19:00:59.435986: step 79, loss 0.518992, acc 0.76
2016-09-05T19:01:00.277415: step 80, loss 0.590016, acc 0.72
2016-09-05T19:01:01.062627: step 81, loss 0.485136, acc 0.68
2016-09-05T19:01:01.858751: step 82, loss 0.529646, acc 0.74
2016-09-05T19:01:02.670898: step 83, loss 0.566929, acc 0.72
2016-09-05T19:01:03.482758: step 84, loss 0.446574, acc 0.82
2016-09-05T19:01:04.286832: step 85, loss 0.572, acc 0.74
2016-09-05T19:01:05.101626: step 86, loss 0.427586, acc 0.78
2016-09-05T19:01:05.918961: step 87, loss 0.57889, acc 0.74
2016-09-05T19:01:06.685016: step 88, loss 0.416327, acc 0.84
2016-09-05T19:01:07.473295: step 89, loss 0.43747, acc 0.78
2016-09-05T19:01:08.286513: step 90, loss 0.587598, acc 0.7
2016-09-05T19:01:09.066389: step 91, loss 0.589908, acc 0.7
2016-09-05T19:01:09.871543: step 92, loss 0.538862, acc 0.7
2016-09-05T19:01:10.711814: step 93, loss 0.58251, acc 0.66
2016-09-05T19:01:11.518336: step 94, loss 0.501877, acc 0.7
2016-09-05T19:01:12.325807: step 95, loss 0.38269, acc 0.8
2016-09-05T19:01:13.157837: step 96, loss 0.437135, acc 0.78
2016-09-05T19:01:13.941186: step 97, loss 0.631748, acc 0.7
2016-09-05T19:01:14.756060: step 98, loss 0.469236, acc 0.76
2016-09-05T19:01:15.564086: step 99, loss 0.585036, acc 0.66
2016-09-05T19:01:16.377394: step 100, loss 0.479008, acc 0.72

Evaluation:
2016-09-05T19:01:19.866419: step 100, loss 0.506756, acc 0.763

