WARNING:tensorflow:<tensorflow.python.ops.rnn_cell.BasicLSTMCell object at 0x7f30ce6f8710>: Using a concatenated state is slower and will soon be deprecated.  Use state_is_tuple=True.
WARNING:tensorflow:<tensorflow.python.ops.rnn_cell.BasicLSTMCell object at 0x7f30ce6f87d0>: Using a concatenated state is slower and will soon be deprecated.  Use state_is_tuple=True.

Parameters:
ALLOW_SOFT_PLACEMENT=True
BATCH_SIZE=50
CHECKPOINT_EVERY=100
DROPOUT_KEEP_PROB=0.5
EMBEDDING_DIM=300
EVALUATE_EVERY=100
FILTER_SIZES=3,4,5
HIDDEN_DIM=300
L2_REG_LAMBDA=0.5
LOG_DEVICE_PLACEMENT=False
NUM_EPOCHS=30
NUM_FILTERS=100
WORD2VEC=GoogleNews-vectors-negative300.bin

Loading data...
Vocabulary Size: 18758
Train/Dev split: 9662/1000
Writing to /home/cil/lstm-context-embeddings/runs/1473253942

Load word2vec file GoogleNews-vectors-negative300.bin

2016-09-07T21:12:42.158150: step 1, loss 0.693147, acc 0.44
2016-09-07T21:12:42.823558: step 2, loss 0.725763, acc 0.44
2016-09-07T21:12:43.498348: step 3, loss 0.7034, acc 0.4
2016-09-07T21:12:44.167760: step 4, loss 0.693114, acc 0.54
2016-09-07T21:12:44.824728: step 5, loss 0.663929, acc 0.64
2016-09-07T21:12:45.486113: step 6, loss 0.69154, acc 0.56
2016-09-07T21:12:46.167482: step 7, loss 0.76768, acc 0.46
2016-09-07T21:12:46.845593: step 8, loss 0.765035, acc 0.42
2016-09-07T21:12:47.541505: step 9, loss 0.674094, acc 0.6
2016-09-07T21:12:48.208635: step 10, loss 0.694994, acc 0.5
2016-09-07T21:12:48.889784: step 11, loss 0.7127, acc 0.38
2016-09-07T21:12:49.566759: step 12, loss 0.693138, acc 0.56
2016-09-07T21:12:50.230855: step 13, loss 0.694796, acc 0.6
2016-09-07T21:12:50.914356: step 14, loss 0.687004, acc 0.54
2016-09-07T21:12:51.579386: step 15, loss 0.698644, acc 0.54
2016-09-07T21:12:52.232605: step 16, loss 0.707913, acc 0.52
2016-09-07T21:12:52.952800: step 17, loss 0.701218, acc 0.5
2016-09-07T21:12:53.676012: step 18, loss 0.734258, acc 0.38
2016-09-07T21:12:54.363437: step 19, loss 0.703061, acc 0.48
2016-09-07T21:12:55.051827: step 20, loss 0.678589, acc 0.6
2016-09-07T21:12:55.724989: step 21, loss 0.685467, acc 0.6
2016-09-07T21:12:56.391553: step 22, loss 0.678918, acc 0.56
2016-09-07T21:12:57.065283: step 23, loss 0.696033, acc 0.52
2016-09-07T21:12:57.735860: step 24, loss 0.719967, acc 0.48
2016-09-07T21:12:58.427185: step 25, loss 0.701589, acc 0.5
2016-09-07T21:12:59.108826: step 26, loss 0.704652, acc 0.48
2016-09-07T21:12:59.797414: step 27, loss 0.6801, acc 0.52
2016-09-07T21:13:00.526286: step 28, loss 0.693438, acc 0.48
2016-09-07T21:13:01.208991: step 29, loss 0.684968, acc 0.54
2016-09-07T21:13:01.892700: step 30, loss 0.687334, acc 0.5
2016-09-07T21:13:02.560197: step 31, loss 0.639565, acc 0.62
2016-09-07T21:13:03.218284: step 32, loss 0.672649, acc 0.58
2016-09-07T21:13:03.884113: step 33, loss 0.667756, acc 0.52
2016-09-07T21:13:04.546827: step 34, loss 0.631539, acc 0.64
2016-09-07T21:13:05.214131: step 35, loss 0.602907, acc 0.64
2016-09-07T21:13:05.878220: step 36, loss 0.734284, acc 0.6
2016-09-07T21:13:06.548815: step 37, loss 0.620949, acc 0.64
2016-09-07T21:13:07.199365: step 38, loss 0.675268, acc 0.62
2016-09-07T21:13:07.878563: step 39, loss 0.621577, acc 0.74
2016-09-07T21:13:08.539262: step 40, loss 0.629322, acc 0.68
2016-09-07T21:13:09.216020: step 41, loss 0.600681, acc 0.72
2016-09-07T21:13:09.893825: step 42, loss 0.604541, acc 0.68
2016-09-07T21:13:10.561922: step 43, loss 0.659196, acc 0.72
2016-09-07T21:13:11.216424: step 44, loss 0.633103, acc 0.62
2016-09-07T21:13:11.885189: step 45, loss 0.608041, acc 0.74
2016-09-07T21:13:12.538890: step 46, loss 0.564201, acc 0.72
2016-09-07T21:13:13.215211: step 47, loss 0.51973, acc 0.8
2016-09-07T21:13:13.883809: step 48, loss 0.604481, acc 0.64
2016-09-07T21:13:14.552480: step 49, loss 0.588359, acc 0.72
2016-09-07T21:13:15.220462: step 50, loss 0.651998, acc 0.66
2016-09-07T21:13:15.882707: step 51, loss 0.819795, acc 0.68
2016-09-07T21:13:16.548528: step 52, loss 0.567697, acc 0.76
2016-09-07T21:13:17.202736: step 53, loss 0.506597, acc 0.8
2016-09-07T21:13:17.862877: step 54, loss 0.656663, acc 0.64
2016-09-07T21:13:18.546396: step 55, loss 0.578138, acc 0.78
2016-09-07T21:13:19.220954: step 56, loss 0.506926, acc 0.8
